name,state,dept_type,url
nyssa police department,oregon,city agencies,http://www.nyssacity.org/police.html
oakland police department,oregon,city agencies,https://www.oaklandoregon.org/
oakridge police department,oregon,city agencies,https://www.ci.oakridge.or.us/police
ontario police department,oregon,city agencies,https://www.ontariooregon.org/opd.html
oregon board of parole and post-prison supervision,oregon,state agencies,https://www.oregon.gov/boppps
oregon city police department,oregon,city agencies,https://www.orcity.org/police
oregon coast community college department of public safety,oregon,college and university agencies,https://oregoncoast.edu/facilities-and-safety/
oregon department of corrections,oregon,state agencies,https://www.oregon.gov/doc/
oregon department of justice,oregon,state agencies,https://www.doj.state.or.us/
oregon department of transportation,oregon,state agencies,https://www.oregon.gov/ODOT/
oregon health and science university police,oregon,college and university agencies,https://www.ohsu.edu/public-safety/ohsu-police
oregon liquor control commission,oregon,state agencies,https://www.oregon.gov/olcc
oregon state fire marshal,oregon,state agencies,https://www.oregon.gov/osp/sfm
oregon state police,oregon,state agencies,https://www.oregon.gov/osp/
oregon youth authority,oregon,state agencies,https://www.oregon.gov/OYA
pendleton police department,oregon,city agencies,http://ppd.pendleton.or.us/
philomath police department,oregon,city agencies,https://www.ci.philomath.or.us/police/police.htm
phoenix police department,oregon,city agencies,https://www.phoenixoregon.gov/police
pilot rock police department,oregon,city agencies,http://cityofpilotrock.org/city/police
polk county sheriff's office,oregon,county agencies,https://www.co.polk.or.us/sheriff
portland community college department of public safety,oregon,college and university agencies,https://www.pcc.edu/public-safety/about-us/
portland police bureau,oregon,city agencies,https://www.portlandoregon.gov/police/
portland state university office of campus safety,oregon,college and university agencies,https://www.pdx.edu/cpso/campus-public-safety
portland transit police,oregon,other special district agencies,https://trimet.org/guide/security.htm
port of portland police department,oregon,other special district agencies,https://www.portofportland.com/PublicSafety/Police
port orford police department,oregon,city agencies,https://www.portorford.org/police.html
powers police department,oregon,city agencies,https://theworldlink.com/news/local/powers-city-council-fires-police-chief-robert-baker/article_85b89edd-2857-535a-b6d8-e4917c96b6bd.html
prairie city police department,oregon,city agencies,https://prairiecityiowa.us/?page_id=149
prineville police department,oregon,city agencies,https://www.cityofprineville.com/police
rainier police department,oregon,city agencies,https://cityofrainier.com/?view=policedepartment
redmond police department,oregon,city agencies,http://www.ci.redmond.or.us/government/departments/police
reedsport police department,oregon,city agencies,https://www.cityofreedsport.org/?SEC=72008250-A773-4375-AB59-4909AFEAC164
rockaway beach police department,oregon,city agencies,https://corb.us/?SEC=2F5CACA4-0557-46AA-B66B-98316538E52B
rogue community college department of public safety,oregon,college and university agencies,https://web.roguecc.edu/risk-management/campus-security
rogue river police department,oregon,city agencies,https://cityofrogueriver.org/police-home
roseburg police department,oregon,city agencies,http://www.cityofroseburg.org/departments/police
salem police department,oregon,city agencies,https://www.cityofsalem.net/police
sandy police department,oregon,city agencies,https://www.ci.sandy.or.us/sandy-police-department
scappoose police department,oregon,city agencies,https://www.ci.scappoose.or.us/police
seaside police department,oregon,city agencies,http://police.cityofseaside.us/
sherman county sheriff's office,oregon,county agencies,https://www.co.sherman.or.us/departments/sheriff/
sherwood police department,oregon,city agencies,https://www.sherwoodoregon.gov/police
silverton police department,oregon,city agencies,https://www.silverton.or.us/124/Police
southern oregon university campus public safety,oregon,college and university agencies,https://inside.sou.edu/security/index.html
southwestern oregon community college department of public safety,oregon,college and university agencies,https://www.socc.edu/staff-administration/administrative-services/campus-security/
springfield police department,oregon,city agencies,https://www.springfield-or.gov/city/police-department/
stanfield police department,oregon,city agencies,http://cityofstanfield.com/staff-directory
stayton police department,oregon,city agencies,http://www.staytonoregon.gov/page/police_home
st. helens police department,oregon,city agencies,https://www.ci.st-helens.or.us/police
sunriver police department,oregon,city agencies,http://www.sunriverpd.org/
sutherlin police department,oregon,city agencies,https://www.ci.sutherlin.or.us/departments/police_department/index.php
sweet home police department,oregon,city agencies,https://www.sweethomeor.gov/police
talent police department,oregon,city agencies,http://www.cityoftalent.org/SectionIndex.asp?SectionID=8
the dalles police department,oregon,city agencies,http://www.ci.the-dalles.or.us/police.htm
tigard police department,oregon,city agencies,https://www.tigard-or.gov/police/
tillamook bay community college department of public safety,oregon,college and university agencies,http://tillamookbaycc.edu/programs-services/degrees-programs/associate-of-applied-science-criminal-justice-public-safety/
tillamook county sheriff's office,oregon,county agencies,https://www.co.tillamook.or.us/gov/jail/Division-inmateList.php
tillamook police department,oregon,city agencies,https://tillamookor.gov/police-department/
toledo police department,oregon,city agencies,https://www.cityoftoledo.org/police
treasure valley community college department of public safety,oregon,college and university agencies,https://catalog.tvcc.cc/current/student-resources/public-safety-security.cfm
troutdale police department,oregon,city agencies,https://www.troutdaleoregon.gov/
tualatin police department,oregon,city agencies,https://www.tualatinoregon.gov/police
turner police department,oregon,city agencies,https://www.cityofturner.org/?SEC=FD7B369B-219F-4319-ACA8-57CC4F3F0729
umatilla county sheriff's office,oregon,county agencies,http://www.co.umatilla.or.us/sheriff/index.html
umatilla police department,oregon,city agencies,https://www.umatilla-city.org/police
umatilla tribal police department,oregon,tribal agencies,https://ctuir.org/tribal-services/public-safety/police-station
umpqua community college department of public safety,oregon,college and university agencies,https://www.umpqua.edu/security
union county sheriff's office,oregon,county agencies,https://unioncountysheriff.us/
university of oregon police department,oregon,college and university agencies,https://police.uoregon.edu/
vernonia police department,oregon,city agencies,https://vpd.vernonia-or.gov/
wallowa county sheriff's office,oregon,county agencies,https://co.wallowa.or.us/public-safety/sheriff/
warm springs tribal police department,oregon,tribal agencies,https://warmsprings-nsn.gov/program/police-department/
warrenton police department,oregon,city agencies,https://www.ci.warrenton.or.us/police
wasco county sheriff's office,oregon,county agencies,https://www.co.wasco.or.us/departments/sheriff/index.php
washington county sheriff's office,oregon,county agencies,https://www.co.washington.or.us/sheriff/
west linn police department,oregon,city agencies,https://westlinnoregon.gov/police
weston police department,oregon,city agencies,http://www.cityofwestonoregon.com/police-department/
wheeler county sheriff's office,oregon,county agencies,https://www.wheelercountyoregon.com/sheriffs-office
winston police department,oregon,city agencies,http://winstonpd.com/
woodburn police department,oregon,city agencies,https://www.woodburn-or.gov/police
yamhill county sheriff's office,oregon,county agencies,https://www.co.yamhill.or.us/sheriff
yamhill police department,oregon,city agencies,https://cityofyamhill.org/police-department/
