name,state,dept_type,url
central michigan university police department,michigan,college and university agencies,https://www.cmich.edu/fas/police/Pages/default.aspx
charlevoix county sheriff's office,michigan,county agencies,https://www.charlevoixcounty.org/charlevoix_county_sheriff/index.php
charlevoix police department,michigan,city/village agencies,https://www.cityofcharlevoix.org/172/Police
charlotte police department,michigan,city/village agencies,https://www.charlottemi.org/serviceadministration/police/
cheboygan county sheriff's office,michigan,county agencies,http://www.cheboygancounty.net/sheriffs-department-143/
cheboygan police department,michigan,city/village agencies,https://www.cheboygan.org/departments/public-safety/
chelsea police department,michigan,city/village agencies,https://chelseamich.com/directory-business_dir/listing/chelsea-police-department/
chesterfield township police department,michigan,township agencies,http://chesterfieldpolice.org/
chippewa county sheriff's office,michigan,county agencies,https://www.chippewacountymi.gov/sheriff-office
chocolay township police department,michigan,township agencies,https://www.chocolay.org/police/police.php
clare county sheriff's office,michigan,county agencies,https://www.claresheriff.org/
clare police department,michigan,city/village agencies,http://www.cityofclare.org/government/dept/police.html
clawson police department,michigan,city/village agencies,https://www.cityofclawson.com/your_government/police_department/index.php
clay township police department,michigan,township agencies,http://www.claytownship.org/departments/police/index.php
clinton county sheriff's office,michigan,county agencies,https://www.clinton-county.org/241/Sheriffs-Office
clinton police department,michigan,city/village agencies,https://www.villageofclinton.org/police-department/
clinton township police department,michigan,township agencies,https://clintontownship.com/police.html
clio police department,michigan,city/village agencies,https://clio.govoffice.com/?SEC=21D338AE-369D-4C2B-8E82-75428ACF7FEC
coldwater police department,michigan,city/village agencies,https://www.coldwater.org/264/Police
coleman police department,michigan,city/village agencies,https://www.cityofcoleman.org/
coloma township police department,michigan,township agencies,https://colomatownship.org/?dept=55&pid=372
colon police department,michigan,city/village agencies,https://colonpolice.com/
columbia township police department,michigan,township agencies,http://www.twp.columbia.mi.us/Departments/PoliceDepartment.aspx
constantine police department,michigan,city/village agencies,https://constantinemi.com/village-staffcouncil/police-dept/
corunna police department,michigan,city/village agencies,http://www.corunna-mi.gov/departments/public_safety/corunna_police_department/index.php
covert police department,michigan,city/village agencies,http://www.coverttwp.com/police
crawford county sheriff's office,michigan,county agencies,https://www.crawfordco.org/offices-departments/sheriff/
croswell police department,michigan,city/village agencies,https://www.cityofcroswell.com/city-officals
crystal falls police department,michigan,city/village agencies,https://crystalfalls.org/police.htm
csx police department,michigan,railroad police departments,https://www.csx.com/index.cfm/about-us/company-overview/csx-police-department/
davison police department,michigan,city/village agencies,https://www.cityofdavison.org/187/Police-Department
dearborn heights police department,michigan,city/village agencies,http://www.ci.dearborn-heights.mi.us/departments/public_safety/police_department/index.php
dearborn police department,michigan,city/village agencies,https://www.cityofdearborn.org/government/departments/police
decatur police department,michigan,city/village agencies,https://decaturmi.org/departments/public-safety/
deckerville police department,michigan,city/village agencies,https://www.deckerville.us/police
delta county sheriff's office,michigan,county agencies,https://deltacountymi.org/sheriffs-office/
detroit police department,michigan,city/village agencies,https://detroitmi.gov/departments/police-department
dewitt police department,michigan,city/village agencies,http://dewittmi.org/CityDepartments/PoliceDepartment.aspx
dickinson county sheriff's office,michigan,county agencies,http://www.dickinsoncountymi.gov/?sheriff
douglas police department,michigan,city/village agencies,https://ci.douglas.mi.us/police-department/
dowagiac police department,michigan,city/village agencies,https://www.cityofdowagiac.com/government/police/index.php
