name,state,dept_type,url
mountain home police department,idaho,city agencies,https://www.mountain-home.us/departments/police-department/
nampa police department,idaho,city agencies,https://www.cityofnampa.us/588/Police
nez perce county sheriff's office,idaho,county agencies,https://www.co.nezperce.id.us/Elected-Officials/Sheriff
nez perce tribal police department,idaho,city agencies,https://nezperce.org/government/law-and-justice/
north idaho college campus security,idaho,school agencies,https://www.nic.edu/security/
oneida county sheriff's office,idaho,county agencies,http://oneidasheriff.net/
orofino police department,idaho,city agencies,http://www.cityoforofino.org/departments/orofino_police_department.php
osburn police department,idaho,city agencies,https://www.policeone.com/law-enforcement-directory/police-departments/osburn-police-department-osburn-id-eU9GX7nKyq4HvYjo/
owyhee county sheriff's office,idaho,county agencies,https://owyheecounty.net/departments/sheriff/
parma police department,idaho,city agencies,https://www.cityofparma.org/police-department
payette county sheriff's office,idaho,county agencies,https://www.payettecounty.org/elected-officials/sheriff
payette police department,idaho,city agencies,https://www.cityofpayette.com/?SEC=926F0536-53E3-4AE2-A342-C463596E0FBD
pinehurst police department,idaho,city agencies,http://www.cityofpinehursttexas.com/pinehurst-police-dept.html
plummer police department,idaho,city agencies,https://www.cityofplummer.org/?SEC=59732D12-5594-4138-900B-985BB71EC1FC
pocatello police department,idaho,city agencies,https://www.pocatello.us/370/Police
ponderay police department,idaho,city agencies,http://www.ponderaypd.org/
post falls police department,idaho,city agencies,https://www.postfallspolice.com/
power county sheriff's office,idaho,county agencies,http://www.co.power.id.us/sheriffs-office/
preston police department,idaho,city agencies,https://www.prestonidaho.net/preston-police-department/
priest river police department,idaho,city agencies,https://priestriver-id.gov/departments/law-enforcement/
rathdrum police department,idaho,city agencies,https://www.rathdrum.org/police
rexburg police department,idaho,city agencies,https://www.rexburg.org/police
rigby police department,idaho,city agencies,https://rigbypolice.com/
rupert police department,idaho,city agencies,http://www.rupert-idaho.com/departments/police/
salmon police department,idaho,city agencies,https://www.cityofsalmon.com/?SEC=E3F32D6F-A539-42F0-A516-DC93D446541C
sandpoint police department,idaho,city agencies,https://www.sandpointidaho.gov/your-government/departments/police
shelley police department,idaho,city agencies,https://ci.shelley.id.us/?SEC=FD91FF83-BEE8-4265-8612-5B5A98D53702
shoshone county sheriff's office,idaho,county agencies,https://shoshonecounty.id.gov/sheriff/
shoshone police department,idaho,city agencies,https://www.shoshonecity.com/police-department.html
soda springs police department,idaho,city agencies,https://www.sodaspringsid.com/city/police_departmen/police.php
spirit lake police department,idaho,city agencies,https://www.spiritlakepolice.org/
st anthony police department,idaho,city agencies,https://www.idahostatejournal.com/news/local/superman-dean-cain-joins-st-anthony-police-department-reserves/article_34155706-66ea-5906-9daf-c16297abb7e2.html
st maries police department,idaho,city agencies,https://www.spokesman.com/stories/2016/sep/14/police-department-in-st-maries-idaho-under-investi/
sun valley police department,idaho,city agencies,https://sunvalleyidaho.gov/police
teton county sheriff's office,idaho,county agencies,http://www.tetoncountysheriff.com/
troy police department,idaho,city agencies,http://www.troyidaho.net/police.html
twin falls county sheriff's office,idaho,county agencies,http://twinfallscoso.com/
twin falls police department,idaho,city agencies,https://www.tfid.org/186/Police
ucon police department,idaho,city agencies,https://www.cityofucon.us/police-department-2/
university of idaho security services,idaho,school agencies,https://www.uidaho.edu/infrastructure/pss/security-services
valley county sheriff's office,idaho,county agencies,http://www.co.valley.id.us/departments/sheriffs-office/
washington county sheriff's office,idaho,county agencies,https://co.washington.id.us/227/Sheriff
weiser police department,idaho,city agencies,http://cityofweiser.net/police
wendell police department,idaho,city agencies,https://wendell.id.gov/index.php/services/law-enforcement/
wilder police department,idaho,city agencies,https://cityofwilder.org/policepage.html
