name,state,dept_type,url
maryland department of natural resources,maryland,state agencies,https://dnr.maryland.gov/
maryland-national capital park police,maryland,other agencies,https://www.montgomeryparks.org/about/park-police/
maryland natural resources police,maryland,state agencies,https://dnr.maryland.gov/nrp/
maryland office of the comptroller,maryland,state agencies,https://www.marylandtaxes.gov/
maryland state fire marshal,maryland,state agencies,https://mdsp.maryland.gov/firemarshal/Pages/StateFireMarshal.aspx
maryland state police,maryland,state agencies,https://mdsp.maryland.gov/
maryland transit administration police,maryland,state agencies,https://www.mta.maryland.gov/police
maryland transportation authority police,maryland,state agencies,https://mdta.maryland.gov/Police/Police_Main.html
mcdaniel college department of campus safety & campus police unit,maryland,university agencies,https://www.mcdaniel.edu/about-us/campus-safety
metro transit,maryland,other agencies,https://www.wmata.com/
montgomery college public safety,maryland,university agencies,https://www.montgomerycollege.edu/life-at-mc/public-safety/index.html
montgomery county fire and rescue service - fire & explosive investigations,maryland,law enforcement units within fire agencies,https://www.montgomerycountymd.gov/mcfrs/about/special_ops.html
montgomery county police department,maryland,county agencies,https://www.montgomerycountymd.gov/pol/
montgomery county sheriff's office,maryland,county agencies,https://www.montgomerycountymd.gov/sheriff/
morgan state university police department,maryland,university agencies,https://www.morgan.edu/police
morningside police department,maryland,municipal agencies,http://www.morningsidemd.gov/citizen_resources/morningside_police_department.php
mount airy police department,maryland,municipal agencies,https://crimewatch.net/us/md/frederick/mount-airy-pd
mount rainier police department,maryland,municipal agencies,https://www.mountrainiermd.org/departments/police
national institute of standards and technology police,maryland,other agencies,https://wtop.com/prince-georges-county/2016/01/nist-police-officer-who-cooked-meth-in-workplace-sentenced/
national institutes of health police,maryland,other agencies,https://www.ors.od.nih.gov/ser/dp/Pages/default.aspx
national park service ranger,maryland,other agencies,https://www.parkrangeredu.org/maryland/
national security agency police,maryland,other agencies,https://www.nsa.gov/careers/
naval criminal investigative service,maryland,other agencies,https://www.ncis.navy.mil/About-NCIS/Locations/
new carrollton police department,maryland,municipal agencies,http://www.newcarrolltonpd.com/
north east police department,maryland,municipal agencies,http://northeastmd.org/government/departments/police-department/
oakland police department,maryland,municipal agencies,http://oaklandmd.com/oakland-police.html
ocean city fire marshal office,maryland,law enforcement units within fire agencies,https://oceancitymd.gov/oc/departments/fire/fire-marshal-office/
ocean city police department,maryland,municipal agencies,https://oceancitymd.gov/oc/departments/police/
ocean pines police department,maryland,municipal agencies,https://oceanpines.org/police-departments
office of the united states marshal for the district of maryland,maryland,other agencies,https://www.usmarshals.gov/district/md/
oxford police department,maryland,municipal agencies,http://oxfordmd.net/departments.html
perryville police department,maryland,municipal agencies,https://www.perryvillemd.org/police-department
pokomoke city police department,maryland,municipal agencies,https://www.cityofpocomoke.com/
prince george's community college campus police department,maryland,university agencies,https://www.pgcc.edu/about-pgcc/college-safety/security-and-safety/
prince george's county fire/ems department - office of the fire marshal,maryland,law enforcement units within fire agencies,https://www.princegeorgescountymd.gov/1243/Fire
prince george's county police department,maryland,county agencies,https://www.princegeorgescountymd.gov/345/Police
prince george's county sheriff's office,maryland,county agencies,https://www.princegeorgescountymd.gov/622/Sheriff
princess anne police department,maryland,municipal agencies,https://www.princessannepolice.com/
queen anne's county sheriff's office,maryland,county agencies,https://queenannessheriff.org/
ridgley police department,maryland,municipal agencies,https://ridgelymd.org/organizer/ridgely-police-department/
rising sun police department,maryland,municipal agencies,https://www.risingsunmd.org/department/index.php?structureid=5
riverdale park police department,maryland,municipal agencies,http://www.riverdaleparkmd.info/our_town/police/
rock hall police department,maryland,municipal agencies,https://www.rockhallmd.com/police
rockville city police department,maryland,municipal agencies,https://www.rockvillemd.gov/248/Police
salisbury police department,maryland,municipal agencies,https://salisbury.md/departments/police
salisbury university police department,maryland,university agencies,https://www.salisbury.edu/police/
seat pleasant police department,maryland,municipal agencies,https://seatpleasantmd.gov/departments/police/
smithsburg police department,maryland,municipal agencies,https://www.townofsmithsburg.org/?SEC=8BB8474C-6019-4EEE-9522-903BAB15B797
snow hill police department,maryland,municipal agencies,https://www.snowhillmd.gov/police-department.html
somerset county sheriff's office,maryland,county agencies,https://www.somersetmd.us/departments/departments_-_n_-_z/sheriff_s_office.php
st. johns college public safety,maryland,university agencies,https://www.sjc.edu/annapolis/campus-life/health-safety-wellness/public-safety/office-public-safety
st. mary's college of maryland office of public safety,maryland,university agencies,http://www.smcm.edu/publicsafety/
st. mary's county sheriff's office,maryland,county agencies,https://www.firstsheriff.com/
st. michaels police department,maryland,municipal agencies,https://stmichaelsmd.gov/government/town-government/police-department/
sykesville police department,maryland,municipal agencies,https://www.townofsykesville.org/2161/Police-Department
takoma park police department,maryland,municipal agencies,https://takomaparkmd.gov/government/police/
talbot county sheriff's office,maryland,county agencies,http://www.talbotcountymd.gov/index.php?page=Sheriff
taneytown police department,maryland,municipal agencies,http://www.taneytown.org/departments/police_department/index.php
thurmont police department,maryland,municipal agencies,https://www.thurmont.com/2156/Police-Department
towson university police department,maryland,university agencies,https://www.towson.edu/publicsafety/police/
trappe police department,maryland,municipal agencies,http://www.trappemd.net/police.html
united states army criminal investigations division command,maryland,other agencies,https://www.cid.army.mil/
"united states coast guard police department, baltimore",maryland,other agencies,https://www.dcms.uscg.mil/Our-Organization/Assistant-Commandant-for-Engineering-Logistics-CG-4-/Logistic-Centers/Surface-Forces-Logistics-Center/Coast-Guard-Yard/
united states department of veterans affairs police,maryland,other agencies,https://www.maryland.va.gov/publications/newsreleases/2012/05-29-2012_VAMHCSpolicechief.asp
united states naval academy,maryland,university agencies,https://www.usna.edu/homepage.php
united states naval district of washington police - naval air station - patuxent river,maryland,other agencies,https://en.wikipedia.org/wiki/Naval_Air_Station_Patuxent_River
united states naval district of washington police - naval support activity - annapolis,maryland,other agencies,https://www.cnic.navy.mil/regions/ndw/installations/nsa_annapolis.html
united states naval district of washington police - naval support activity - bethesda,maryland,other agencies,https://www.cnic.navy.mil/regions/ndw/installations/nsa_bethesda.html
united states naval district of washington police - naval support facility - indian head,maryland,other agencies,https://www.cnic.navy.mil/IndianHead/index.htm
united states park police,maryland,other agencies,https://www.nps.gov/subjects/uspp/contactus.htm
university of baltimore police department,maryland,university agencies,https://www.umaryland.edu/police/
"university of maryland, baltimore county police department",maryland,university agencies,https://police.umbc.edu/
"university of maryland, baltimore police department",maryland,university agencies,https://www.umaryland.edu/police/
"university of maryland, college park police department",maryland,university agencies,https://www.umpd.umd.edu/
"university of maryland, eastern shore department of public safety",maryland,university agencies,https://www.umes.edu/Police/
university park police department,maryland,municipal agencies,https://www.upmd.org/153/Police
upper marlboro police department,maryland,municipal agencies,https://www.uppermarlboromd.gov/departments/police_department.php
washington county sheriff's office,maryland,county agencies,https://washcosheriff.com/
washington suburban sanitary commission police,maryland,state agencies,https://www.wsscwater.com/police
westernport police department,maryland,municipal agencies,https://msa.maryland.gov/msa/mdmanual/37mun/westernport/html/w.html
westminster police department,maryland,municipal agencies,https://www.westminstermd.gov/165/Police
wicomico county sheriff's office,maryland,county agencies,http://www.wicomicosheriff.com/
worcester county sheriff's office,maryland,county agencies,http://www.co.worcester.md.us/departments/sheriff
